	3A_1_log2FC	3A_1_padj	3A_12_log2FC	3A_12_padj	3Amk_1_log2FC	3Amk_1_padj	3Amk_12_log2FC	3Amk_12_padj
yphA	-0.0497422075800607	0.975097793692894	2.09082741566048	0.0191058616513258	-0.803490957211835	0.444196233082313	-1.99967310050712	0.043916672205292
yphB	1.15366329916504	0.601152730270418	1.37836010193759	0.608184213012105	-2.06739177078284	0.248287265622491	4.31400457645555	0.0508889854662608
yphC	-1.36521141674326	0.378200971901702	4.9426625247012	0.0129066546941146	-0.326709251721228	0.87071632096522	3.2764453620015	0.123708889088699
yphD	2.12249698122811	0.648227975428483	2.72934984426155	0.460632300857883	-0.552257766740266	0.924169821263185	1.7522510644698	0.648377941560757
yphE	-1.32566619057655	NA	-4.56406367731117	NA	0.729531987814774	NA	-4.35286371769037	NA
yphF	0.62052344757678	NA	3.13225034553983	NA	0.791966255634052	NA	-2.12736252830748	NA
yphG	-2.80448844596878	0.437462594057315	-1.33538073977267	0.625534556115475	-1.24046390148081	0.742999929336283	-2.21271937873366	0.39840439978635
yphH	-0.196858678479618	0.91522394948848	0.926370198633628	0.399213014781981	-0.0932297683885976	0.956688422757553	-1.42935864508761	0.199409078303794
glyA	-0.289699462925605	0.605829044433934	-1.29882332056551	0.00042967939848157	-1.0478933521837	0.00293119953084814	2.21710137686686	4.13227535427834e-11
hmp	-1.98209619493364	0.250630001366055	-0.0165008631680862	0.992766365506317	-1.51182697605703	0.365118562470836	-2.65036513700976	0.0857110557240739
glnB	0.770910013954512	0.630769138691909	1.6270708279996	0.282175884258775	1.88121813948998	0.0794272513638311	2.07096510113586	0.154788135998364
yfhA	0.373300361248552	0.654175057922425	2.73202022111234	0.00189875091981169	2.00205572349712	1.7537618946211e-05	1.63476575051482	0.0853913041706379
yfhG	0.107282356923742	0.944334941513172	-1.01836356076766	0.161502129719981	0.904063040406244	0.25649137070814	-0.683984444227438	0.364981750543901
yfhK	0.187526576890671	0.822575660096175	-0.140068685172332	0.818815221606747	-0.0360573801980287	0.964088777365528	-0.0737906241274571	0.906710138754742
purL	-2.78491604496726	9.59663997278831e-14	0.25164393411624	0.765019998052363	-1.97067590260748	2.99380213284156e-07	4.60506704875258	4.2878884589311e-16
yfhD	-0.5377335176611	0.822272502727014	0.842093638452829	0.742122680548504	-1.62720907894755	0.32387701762414	2.1845698984881	0.324700488941279
tadA	-1.38711523333787	0.00838734259294854	-1.35999147447507	0.010929369330798	0.97272181622334	0.0672808456805235	-0.424560843312337	0.479609015293445
yfhB	-0.598223426557514	0.251766717101465	-0.337471128832675	0.504597636094124	0.210938591312214	0.742999929336283	-0.032869027231946	0.952669795639459
yfhH	0.094268933578976	0.970120680212884	2.05985624667576	0.188807988691947	-1.96747267283093	0.137224082934104	1.02051334436929	0.549518830687451
yfhL	0.717683845149501	0.710047003657395	-2.3037776662374	0.0511864095095148	0.744709236294583	0.650225156724127	0.378517082638123	0.779053548182297
acpS	-0.322998226372192	0.921843089550473	-2.25775019855739	0.178514635592233	0.0592903036402083	0.983198959325768	-1.71850637149799	0.316258432054049
pdxJ	-0.301438584404827	0.744464730357496	-0.486440436621869	0.429804768248739	-0.587438809983584	0.370759746406715	-1.63342932714619	0.00291107790676307
recO	0.644603653989972	0.0933892230036954	-1.23041249130043	0.000246399430170183	0.972678424757868	0.00300333046071443	-1.4385809344716	1.76182706586069e-05
era	-0.538022501705515	0.199585923696446	-0.409884867800224	0.253449012983361	0.370283271479369	0.379411838117103	-2.86838944314351	5.75290886916937e-22
rnc	-0.531727120890159	0.0933892230036954	-0.198853656627722	0.54515244447579	-0.0402627733884571	0.941172930764564	-1.24847526597875	3.80522990942411e-06
lepB	0.570623594629502	0.159874913623521	-1.21574337084563	0.00081515046259541	-0.286528217001136	0.537074017880346	-0.870989524715634	0.0207798708892599
lepA	0.24761860183815	0.66928255548402	-0.796517253479096	0.0277358466503441	-0.0276855870510436	0.964088777365528	-0.306503720991189	0.444743075280065
rseC	0.373019955610372	0.652534594124609	-1.20770071617838	0.0195638551562375	0.832883104503803	0.143769067803382	-0.292167568739048	0.623281189627624
rseB	-0.388758736330596	0.211425476287517	-1.24087712769861	9.03338446507751e-08	-0.228256159779577	0.491992416457699	-1.37154226851175	3.49763525640419e-09
rseA	-1.09481327505773	0.00254946875688058	-0.530099868287386	0.150544260762923	-0.905391342340821	0.0146974541630062	-2.10028493037307	3.95716786151322e-11
rpoE	-0.421677177627153	0.114986927113787	-0.277607698716114	0.252049595070551	-1.20836704439296	6.3869618741113e-09	-1.48843026794676	1.93758407124685e-13
nadB	1.4060683989497	1.31757914189541e-05	-2.21180353654869	1.80889406149125e-12	0.773703654348944	0.0366297580826117	-3.26018667095178	2.36807825514797e-23
yfiC	-0.492343432156507	0.764613145583953	-1.32043176108506	0.31138527451064	-0.124558407357917	0.945805112934807	0.378015459058449	0.780626822058567
srmB	0.157290427194507	0.866862777717333	-0.033464447914329	0.964851711165358	0.790251987016607	0.140399307691447	-0.465268246015526	0.401224150985086
yfiE	1.23205933885499	0.13591488751538	-2.05431034345029	0.00405652802480257	1.21787415414998	0.114480719188716	-1.39648286227594	0.0578295791073802
eamB	0.0304086710403795	0.99455119964781	-2.72910193010963	0.113684548781369	-6.17948224712147	0.0107237765264848	-2.60267068778356	0.136351860515519
yfiD	0.313602235812437	0.548033279381849	0.236985068044562	0.549544518036778	0.574850934182577	0.130482356254038	2.0550854737521	1.96844741077644e-11
ung	0.483532451897174	0.744472370854015	-1.61915999036463	0.0713236837281323	-0.648320302004656	0.593017437190266	-1.31641824615061	0.15195351672968
yfiF	-1.43784446522358	0.0262059135438343	-0.0170610531333238	0.987778611818445	-0.997042781834312	0.137224082934104	-0.191981111289047	0.826034978120524
trxC	0.13002420672156	0.904321423154742	-0.929984043586743	0.0583556376335685	-0.381826069698615	0.592537216494998	-1.03567512931329	0.03338393941325
yfiP	0.628551985510541	0.724023620667071	1.50289442527791	0.497487731881345	-0.693854240840789	0.655957556431155	3.28034050181901	0.0941828023437914
yfiQ	-0.429475955753384	0.415051832518074	1.52903790765308	0.000133254175027977	-0.435731984387367	0.345970706061259	1.29803260992715	0.00161700058870586
pssA	-0.752960543716367	0.0370611888095517	2.27862838866852	4.33715079846434e-12	0.00258796166638303	0.995782367336966	1.14888819155455	0.00134546013920441
yfiM	-4.98511786432763	0.0619076431926097	-2.38363581006748	0.445421999943965	-2.59314883906975	0.298287728838248	1.71567451981795	0.496611109645656
kgtP	1.16334145909157	1.58690273358303e-07	1.62784388553382	1.71772303636862e-13	-0.763654620611112	0.00154482814684633	-0.470094602366149	0.0669970311514297
clpB	1.5183235794544	1.74134049827538e-12	-6.42112890487453	1.52474041887333e-219	2.48816808066773	4.87264144365334e-33	-4.61036775455104	2.48019487440813e-114
yfiH	0.342818292132997	0.647257042308579	0.497963827167804	0.365142886472584	0.625714823683893	0.247779175934122	-0.122118373582459	0.843265400811701
rluD	-0.36445045689836	0.638855824881001	0.32255576442001	0.578022566897478	0.32269628133486	0.637838155129459	-0.97347134206787	0.0612565046395582
yfiO	0.368050603452638	0.280176940933452	0.0722758396635456	0.856991307872613	0.272231729649266	0.410332916667666	0.868324518620907	0.00547879270507535
raiA	-0.448090896914392	0.637177462523388	0.242486744783375	0.736032398114135	-0.433594429168367	0.601005464435711	3.00770739078101	1.60986539699553e-08
pheA	-0.262307681609909	0.781217316298958	2.19281583789924	0.000128021113327212	-0.369703065139798	0.621500752159643	2.57645927133136	4.67507949753386e-06
tyrA	0.329734721073454	0.737105656210459	0.484026385536806	0.478168288140256	0.581978113116052	0.410332916667666	-1.2861586696208	0.0409240251618286
aroF	-0.0930698831687608	0.915438173071533	-0.296144780223936	0.539649029038406	0.107015826909704	0.888507876940776	-1.72046580323247	1.74372781242158e-05
yfiL	0.26551160746011	0.852943315394506	4.66487000956753	0.00738200416025113	0.78667071638409	0.399962065261874	3.68393187267338	0.040781172680641
yfiR	0.120896040993616	0.881624322969395	-0.828203445434026	0.0728099980409704	0.144285453297491	0.836300249043058	-0.5233244254573	0.280229812881144
yfiN	-0.197430585664835	0.852298560612154	0.97891613537156	0.191154245578688	0.778343077975385	0.22372761496909	0.487831017216715	0.548788430056934
yfiB	-0.450696803022687	0.94499796002009	-2.33857755870622	0.532776515208745	4.88242836037984	0.0837736594630874	-2.12737660307841	NA
rplS	-0.351639573541934	0.717751734566794	-0.939893464162811	0.10548988101681	-0.115846064108797	0.917561504562743	0.464748873502793	0.458725540240829
trmD	-0.146124537900084	0.88892251732404	-1.75327834630684	0.000276131816187892	0.156715102222226	0.866471869062704	0.0265076423562751	0.968780606937842
rimM	-0.466714614658497	0.452366744586876	-1.56439569054642	0.000699433858848496	-0.0922179066494646	0.912629780188323	-0.100390584227367	0.863144815218788
rpsP	-0.521852737703342	0.590897861025621	-1.43013157277169	0.0336638446128232	-0.324508272548489	0.741401038822719	-0.310766498228463	0.685645905931004
ffh	-0.110970503225697	0.816382738600621	0.0779101994973249	0.831081797830452	-0.368968962080542	0.226470116953766	-0.522342213382476	0.095936304115935
ypjD	0.393439608156465	0.548071244223217	-0.220701069883845	0.700567312189331	-0.154049903896395	0.835597010869272	0.788362887093848	0.101762009814321
yfjD	0.937128919715214	0.0532932633996862	1.06385377897175	0.0807395069801979	1.11231974603759	0.0120561441159258	0.584679914515364	0.375009667894854
grpE	1.22187520415199	0.00328239130511269	-4.25408962206299	6.92376313012932e-34	2.07617167141811	2.56701406386281e-08	-3.11726004019943	1.11431477941562e-18
ppnK	-0.107588973858978	0.916473224564337	0.823731838221084	0.136229962823693	-0.174144954273054	0.833778397629025	0.224728232416575	0.718562584451846
recN	-0.11166203481802	0.916473224564337	-0.805942652952619	0.150936211413929	0.92145484956168	0.087174835852983	-0.577665576683999	0.319645137257695
smpA	0.501760704855807	0.497036488517474	2.82978315546749	1.64676816266286e-09	-1.26072400166882	0.0135593671218509	2.95461097106221	2.85752367321994e-10
yfjF	-0.637022983913009	0.562070650167021	3.86173376318374	0.0392543169571803	-0.303554184960248	0.797728024129919	5.11941674383049	0.00447210973597146
yfjG	0.533273641664354	0.421268423313059	-1.29521518145322	0.0382148429179026	0.830798941900526	0.110673212174938	0.670356432332251	0.28802459915064
smpB	0.46013033176127	0.653219704884678	0.343546984890556	0.777722700103848	-0.271901850927314	0.797005001720644	1.42455315736431	0.152039765786339
intA	1.04663352992431	0.0772420098577717	0.22915746992849	0.787893134149162	-0.0442095781226715	0.964088777365528	0.92482368184306	0.189655803819028
yfjH	0.396072142689143	0.567982404617681	0.462457265513887	0.611268283227205	0.751016293503722	0.133841179707991	0.778648726048508	0.35611898708487
alpA	4.57039946580227	0.445065404584149	-2.86983457566956	0.499681716198132	2.12158832589263	0.765884996664382	-6.49683625690855	0.120334610262768
yfjI	0.548248638323621	0.789186158521747	2.70854103701349	0.221321334249597	0.49001567837983	0.794478815488967	3.32868371528217	0.119148510458138
yfjJ	-0.904517980647126	0.888206147525073	3.95203727076073	0.283197542977125	-4.21965888209317	0.32387701762414	1.87732082760461	NA
yfjK	-0.514252638267406	0.217452169656593	-0.101753895405758	0.825379161389588	1.17986685883931	0.000181430179616994	-0.0263587173789785	0.956144410851379
yfjL	-1.00799043013721	0.020488958971424	0.413721897695678	0.41943551690739	0.563663642455202	0.234729990662471	0.480044022669569	0.334627532602547
yfjM	-0.374086672185914	NA	1.03069091570961	NA	0.124513420750722	NA	-0.514545206278782	NA
rnlA	0.500957894871477	0.0303957232690689	-0.453976592453966	0.0445080062244665	0.554102367873868	0.0108528990948972	-0.753363526223381	0.00044723050693366
yfjO	0.523125482707734	0.504200191439182	-1.1647990583099	0.0347120691069435	0.292286464329071	0.719717373175671	-0.304127954294984	0.627780129903754
yfjP	-0.896542637268632	0.635140041484712	0.0693341834051345	0.973381656887554	0.168273861727529	0.941794235887031	0.0335540804080368	0.983673846565689
yfjQ	2.0289599740938	0.610075935254475	2.63667737237252	0.422398614482358	-3.83455702213764	0.293633573842343	1.41725441237547	NA
yfjR	4.07716804397527	NA	-0.838937782159251	NA	0.79196499151917	NA	-2.12735913266958	NA
ypjK	0.62052354556114	NA	2.50407143797438	NA	3.38054451495259	NA	0.562206891256088	NA
yfjS	-1.19689370862734	NA	-2.33857324642698	NA	-0.136035144010309	NA	-2.12737268024851	NA
yfjT	6.83524371419357	0.0813658237929174	-3.18161801197903	0.320207477477908	5.68322075693641	0.142016889268684	-7.27314080846619	0.0291196440550746
yfjU	-2.30555155169875	0.548033279381849	-1.72077951201129	0.539755647259633	-0.604078507008626	0.895288204508556	-0.316974156878225	0.917599340678145
ypjL	0.73433661695594	0.77833803799011	-2.34900581711791	0.171176064913995	0.0795027706756234	0.977121265897881	0.515747998306316	0.779053548182297
yfjV	-5.63562268056305	NA	-0.843950166413698	NA	-5.4641797263032	NA	1.57390545715597	NA
ypjM	4.06936507475962	NA	-2.33855508871052	NA	2.9113526875036	NA	-2.12735616238661	NA
yfjW	-0.0598803262514787	0.970449461692199	-0.893285368258552	0.777058260428996	-0.203251314664354	0.889127265919632	5.44618749875814	0.0027014764195557
yfjX	NA	NA	NA	NA	NA	NA	NA	NA
yfjY	5.70573155084898	NA	1.02674602401377	NA	0.791959872311998	NA	-2.12734538156664	NA
ypjJ	-1.13693427707126	NA	0.0294804007033068	NA	-3.10905701484118	NA	-2.12734754822437	NA
yfjZ	0.620516985595319	NA	1.02642798704791	NA	0.791958008288551	NA	-0.454740016066799	NA
ypjF	0.413624303704698	NA	0.0362475648253848	NA	-1.40272013940707	NA	1.14987129533087	NA
pinH	0.62051698559532	NA	-2.33853773340375	NA	0.791958008288551	NA	-2.1273403744674	NA
ypjB	-1.5787566036667	0.807827851660373	-3.86312221174496	0.22491212613175	2.02050108511502	0.661039247503694	-1.68768277346263	NA
ypjC	0.620516985595319	NA	-2.33853773340375	NA	0.791958008288553	NA	-2.1273403744674	NA
ygaQ	0.620516985595317	NA	-2.33853773340375	NA	0.791958008288551	NA	-2.1273403744674	NA
ygaR	5.06795705509669	NA	-2.33855327058406	NA	5.45463590861754	NA	-2.12735450845828	NA
yqaC	0.620516985595312	NA	-2.33853773340375	NA	2.77992972356327	NA	-2.1273403744674	NA
yqaD	0.798062254673623	NA	-2.33853773340375	NA	-3.32401646893392	NA	-2.1273403744674	NA
csiD	-1.09616225823969	0.150427274315777	0.00739194579369151	0.992766365506317	-0.222906301924382	0.836098222331379	-2.46935054169582	6.59620287818495e-05
ygaF	-1.91691528733032	0.15052864148	0.564887731075116	0.668821168848716	-0.296295550440614	0.883164245471144	-1.90714778887909	0.114261639491161
gabD	-2.65918762662574	0.00028944946716552	-0.0994768040573832	0.916443307682814	-0.236783590160806	0.853201178400994	-2.16440023720582	0.00296299515383328
gabT	-2.55787002052756	9.66916093404989e-06	1.72169404827682	0.00708314329954728	-0.782635184880779	0.271521468596739	0.332409502672696	0.664602913250676
gabP	-1.88971466546001	0.00410591161821795	1.55653045613289	0.0196371639590239	-0.123699408364536	0.918553802167419	0.492277990301062	0.52313587966165
csiR	-0.54844656066055	0.559260511333146	0.273701407016586	0.738973699327735	-0.230740529568004	0.82405455960542	-0.0539261189360723	0.950625970695539
ygaU	-1.75120156819296	2.77368409630609e-14	-1.50735800323679	4.33208126341878e-11	-0.689879526156456	0.00865227788672401	-1.66159465560896	3.2638761676696e-13
yqaE	-1.70934563488274	0.0999399115281892	5.88581151124151	0.000829000592954206	0.21105343138522	0.899258579719214	5.00918053853565	0.0054462095653932
ygaV	1.00703059599644	0.411238845850074	-1.07069962226079	0.31536045269655	1.09799272658855	0.298413673435286	0.489129308977788	0.655887957074624
ygaP	0.302467143610145	0.89537158604544	1.62132474524845	0.470553623929586	2.08059159904067	0.0774388376742512	1.09222555950859	0.638337650728321
stpA	1.30093464452884	0.00350277887856002	-1.22792802872894	0.00637228337818342	0.591721264484024	0.26153587723065	1.59051032241473	0.000192885119636584
ygaW	1.05207369123555	0.410303923756043	0.804911888792524	0.439667303400601	-0.994019000569914	0.385033747505721	-0.946833585396658	0.354049222554758
ygaC	0.0404516788638011	0.974128448608781	0.294855594674905	0.724980568776153	-0.211359571388551	0.838754453199901	-0.53639695377739	0.500095345426826
ygaM	-0.854471032490814	0.0259065377709586	0.16273975194132	0.711556167840561	-1.97517400673784	1.23570758735858e-09	-0.182729938314716	0.663748620837152
nrdH	0.55696439114747	0.869769229013697	-4.44612528185651	0.000668823983501229	2.7371388946243	0.116988379280928	-0.957265152448232	0.504144471806559
nrdI	3.48447209142595	1.93695343740646e-11	-2.76366510483442	2.49044808239419e-08	2.34485634669179	2.5278437953232e-05	-0.571430510895016	0.329878846149558
nrdE	3.66188705079421	3.42708976536949e-15	-0.467718586969832	0.366246512151549	2.1309646397816	4.45963928142601e-05	0.537036396833362	0.280873404568976
nrdF	3.3520586940836	1.45570999385357e-12	-1.4904183953358	0.00225238360121463	2.25600986159789	9.15383299266663e-06	-0.187282610006478	0.750318270652918
proV	2.37024754049398	6.08207334664563e-06	4.24709547996161	0.0128733913691061	-0.172428705151478	0.868995254961599	5.81983257438133	0.000385441744269967
proW	2.25464743854585	7.90721246189494e-09	-1.06016647221182	0.0989475884584422	0.136916932205499	0.8651732541428	1.10801735780293	0.0621534754430668
proX	1.50342744044581	0.0101658438692947	0.451798838276596	0.841756460332715	0.985615083192857	0.118486424859145	4.13117050210958	0.015761668924743
ygaX	1.95717553724689	0.707850962714343	1.03634127514641	0.810660854021523	-4.01594897496597	0.354794248522074	3.30617058930499	NA
ygaY	-0.3485175874417	0.891666694513502	3.06061249084645	0.0796661442352759	0.978123846784894	0.558548219426257	1.55161972121177	0.416807045922571
ygaZ	-0.276952116022623	0.794360112635634	-1.66241229544125	0.017399939296233	-0.0240996417644874	0.982505560099245	1.08780320361652	0.111333381961208
ygaH	-2.84361029211268	0.211481687093346	-2.3385793145518	0.480661205573691	0.136834261855461	0.964088777365528	4.15790875374307	0.089609887466451
mprA	0.711109933611762	0.332294045563846	-2.01321919548073	0.000303151980780706	1.24422806098703	0.0294042683311648	-1.32791977804646	0.0214036092223993
emrA	1.15057730870495	0.563157243916831	-2.47555242711456	0.0918650564739861	2.05080304234687	0.158212583396008	-0.392296420076763	0.812769179886125
emrB	-0.227739179861229	0.812568068943408	-0.688291666875863	0.294303508854149	-0.0220090790962603	0.982505560099245	-0.419760151096121	0.539658676225532
gshA	-0.164932142590503	0.739324448072572	-0.0580425245879621	0.871305322264162	-0.361310412005824	0.289928648591169	-0.208107426128201	0.522552603134908
yqaA	1.07315255401655	0.0536769392329629	0.590428382040841	0.416329800422382	0.856177178072995	0.125553201607641	2.11591415743049	0.000491575130594185
yqaB	-0.24678073140774	0.744464730357496	3.58094023529259	0.0355700166959906	0.500635183823421	0.340236460786494	4.94968376204128	0.00250851045320602
csrA	0.513770564805443	0.477363913797159	0.368468298535767	0.548480051821983	-0.371119458441193	0.592731155868982	-0.102351486599879	0.878910688894437
alaS	1.09730779197429	1.10301085816953e-05	1.18105562565995	6.81320337181263e-05	0.486797381538123	0.0987801955148466	1.54266799861165	8.26531322142287e-08
recX	1.27383441234702	0.726923529096823	1.36528897061819	0.674458063651235	0.150490128049424	0.968469303091711	-0.619791470204668	0.87054760693113
recA	0.588991385223972	0.153417768394487	-0.137020122054833	0.776813867206296	0.0500793421174865	0.941794235887031	0.251335203746726	0.563877145334341
ygaD	-0.42540913564902	0.837639406235115	-1.52772330313118	0.19343179129258	0.899833777728923	0.538558111358974	-2.35501303948167	0.0409240251618286
mltB	-1.29329400453674	0.146489712172231	1.81141716762141	0.120391327513825	-0.248340111678487	0.84586294606945	3.40856984762914	0.00152850213695781
srlA	1.13357870507336	0.369589973246564	-3.87820354844975	0.00546127674932684	-1.98253507466012	0.0799976466572641	-6.70105591381367	0.000425821710066268
srlE	0.420748061608015	0.812568068943408	0.102825896862575	0.975985047108641	0.345767695298589	0.835597010869272	-2.12737962840885	0.459312053965453
srlB	4.77016175040931	0.307542984465924	-2.3385745136341	0.595350319714662	0.791970464105515	0.917561504562743	-2.12737383301199	NA
srlD	0.699443145376456	0.534119970537688	-1.88859923986609	0.109327763669086	0.621286586680594	0.536687011196034	-1.91821963595192	0.113747308334056
gutM	1.8625617543435	0.194686537382436	3.4273344446019	0.10488999162634	1.72054432101161	0.206693726289757	3.14132796358782	0.144984527899768
srlR	0.0553260588607773	0.967481428446921	1.58712757525793	0.0880347585095032	0.133336390590218	0.903396940656479	1.46177439800679	0.122166309582197
gutQ	0.0237974949619314	0.985865259114109	5.6701105308497	0.00106351898525898	0.313782469653527	0.740808078953467	4.85344431431373	0.00630079968321408
norR	-0.526120693134219	0.616340341094401	0.0263309464711394	0.983829433127249	-0.392509880072722	0.691227510051931	-0.533374501998024	0.588307693259671
norV	-0.388361023373898	0.879252183614885	-0.719372823862082	0.635036206692953	1.29204032382768	0.410332916667666	-1.04700686684206	0.472583011771826
norW	0.0337045575519906	0.994890787374679	4.03320798043441	0.123428945580382	2.02701493277059	0.427622411428476	3.62910203906858	0.173807443545152
hypF	-0.57539216973508	0.402170528997283	-2.31739592819238	6.62746116078442e-07	0.391713029601297	0.551957348751676	-2.95045868787148	7.34835384573922e-10
hydN	0.512834463375352	0.751657623837547	-6.00543394101186	9.19377160011751e-16	0.675831043584489	0.601005464435711	-11.5437832948584	4.15977563324454e-12
ascG	1.0188413718642	0.494384183641044	-4.67925070540003	0.0030306498053708	0.676415471157162	0.643049678003335	-1.33793838968173	0.282265365185065
ascF	0.378527889783334	0.812686862181507	-1.55216160107034	0.17961560229339	0.0854002447718117	0.959217812467768	0.712852201064256	0.540440712283888
ascB	-1.53360509224435	0.428740468772589	-2.64035780572489	0.0698896594942164	0.240299534482565	0.928035597977824	-2.66646936736474	0.0703594617682917
hycI	-0.283927470514652	0.861568444086039	-2.54279927380848	0.0021719980131454	-0.529114996383939	0.666999124139448	-3.16163081541696	0.000185158623220579
hycH	-0.58883123605746	0.66536579769926	-0.905187654894187	0.393159289683624	-1.21165511660841	0.214272983798839	-2.0535198277416	0.0445976405488692
hycG	-0.790786705695087	0.624899215144427	-2.65932222120679	0.00516715179223545	-2.8265555545479	0.0261972031933917	-4.32140813851386	2.3015907963443e-05
hycF	-4.84495104110067	0.0441971498852404	-5.1153342514367	1.99074526479977e-05	-3.2050521596495	0.172979503903726	-9.87325585689742	2.07268051887423e-07
hycE	-0.529971968313645	0.825929932228741	-3.44894295383885	0.00317450842876724	0.427896311204939	0.847444185844166	-5.31462323719251	5.01920412251272e-06
hycD	0.520705543309982	0.932418782091588	-4.46910052968325	0.00514133327754432	5.08245345716864	0.0385816294557144	-9.53897093065489	9.79899739379024e-06
hycC	0.445101941887349	0.837770271701474	-4.34732470414614	1.07808347586935e-05	0.609357642364442	0.740808078953467	-5.26348672857858	3.21832519571683e-07
hycB	-0.823569642512626	0.869769229013697	-10.6420781287995	4.4390454988357e-10	4.60886573963833	0.0193722424018283	-8.98406706877049	6.33290490193683e-08
hycA	2.91056776295276	0.0705132621519424	-6.20092671678372	1.37687803191329e-13	3.94254772123521	0.00412016499339067	-5.45405593326693	1.46535789750975e-11
hypA	0.4696589292062	0.598092680256072	-2.63059104874974	1.47932651254673e-05	1.04579599637861	0.0904641827960414	-1.45586457616794	0.0194003626534428
hypB	-0.231730386565	0.739324448072572	-2.23032862564392	5.20889266852889e-07	-0.0517866097449296	0.948271894058612	-1.97973795892394	1.11901173931406e-05
hypC	-0.462326046609345	0.879252183614885	-3.80677439987165	0.17961560229339	2.4317585191788	0.123595033930111	-1.05904965033539	0.703802766247372
hypD	1.47277209263605	0.0951082211060569	-2.73659211433454	0.0010906368620139	2.05900363219393	0.00693890611640631	-1.62321958158862	0.0537939692379791
hypE	-1.06965283602106	0.0103060937227281	-0.910782744844023	0.030179166628001	0.645613458020305	0.133213198153171	-0.980615774695439	0.0196603947790451
fhlA	-0.810081353120884	0.0760532906086755	-0.271401908912879	0.548984510825098	1.10488725747352	0.00468183545660802	-0.395552242467302	0.356474852106702
ygbA	0.94262679941331	0.806934908194225	-1.17633128391829	0.634157202835577	-2.5103177081465	0.363943558501992	-2.02939791150639	0.384863050453923
mutS	0.452033922467264	0.385777716676609	-0.367010536947516	0.581755184434597	-0.450791439727517	0.345182937396437	0.373074616065361	0.558733235356435
pphB	3.8783191608664	0.0962922157636582	-0.731060431391306	0.795464947508121	4.37639134192084	0.038665567160892	1.22024604903649	0.625665242890251
ygbI	0.957474012479402	0.194686537382436	0.274113361295529	0.780876612654443	-0.462377549090539	0.584094500998863	0.556382648823672	0.53128118342097
ygbJ	2.18747143045937	0.72931424072366	3.30960849904158	NA	0.791970871727551	0.912629780188323	-0.742184978075678	NA
ygbK	1.18607421798725	0.605302266076681	-0.561342852196615	0.763245771892374	0.967239549451639	0.644244755894109	-1.13492418711742	0.506802570494236
ygbL	-0.507258743682003	0.918160132357326	-0.325981629749427	0.926502248657984	-2.59653563207014	0.416668931026607	1.32131715295193	0.652908867097006
ygbM	-1.23133595127959	0.672728862770824	-0.206900467593602	0.930084340336735	0.0947011548862411	0.977121265897881	-2.73335026426366	0.145913967353065
ygbN	-0.842437285516013	0.751657623837547	3.26795513262535	0.170159859304614	-3.13233010385295	0.0740561147352994	3.98211309587018	0.0847480360452326
rpoS	-0.0621658449684493	0.923000073738068	2.79804456137571	2.7593970964943e-24	-0.972431040922835	0.00139664275172942	0.86650655266001	0.005076740348665
nlpD	0.140449701039998	0.861568444086039	2.48887426217986	1.49014400501546e-10	-0.430593680762258	0.407949462130139	1.29673302765428	0.0020757668933072
pcm	0.248955058007891	0.848891758927318	1.72564187987961	0.25318360764725	0.347196088561988	0.746043721533963	2.97821203433499	0.0321135973737357
surE	-0.481386860820914	0.513099721758264	0.866828213248418	0.313144092402534	0.505221320235837	0.406199601021017	1.33891529560094	0.0967133537179772
truD	-0.196705589778097	0.865008028356909	0.46485562907522	0.567495685871328	1.05977194942219	0.104117505861128	0.779486543860032	0.301979857843043
ispF	-0.114978240111998	0.91522394948848	-0.522876502006377	0.417391188939593	1.29830052977094	0.00992460587142122	0.817549705261796	0.168349913595458
ispD	0.567282960383108	0.317382774521235	-0.20675649668457	0.750993133097171	1.39524383673472	0.000718035100824389	1.50946799992889	0.00245440459144686
ftsB	-0.366380735083756	0.909189344990453	-1.77101018818089	0.303058553453335	-0.499309924437431	0.846818205137145	0.437375450421264	0.816166043112367
ygbE	5.04255501234089	0.0956664204781175	1.96244603552578	0.57714221645268	0.260257578209319	0.960636201746532	2.65092548174161	0.425668369690761
cysC	3.78577407654822	3.29637594160218e-16	1.59283580637777	0.0773773498078647	-2.15052919911785	3.76441575650477e-05	2.3816064638946	0.00539007258484631
cysN	4.49538341697162	5.54786501162427e-62	0.955700056853492	0.00782971191240165	-0.882728346174514	0.00787575249479419	0.622228536428799	0.102371725658493
cysD	4.97452112806987	9.98965003328756e-31	0.479353545573147	0.439924070648145	-0.264454068974072	0.745394886338931	0.710513433504254	0.22478944462514
iap	2.29882468468286	0.000118652737075063	4.81331634604658	0.00427168117168554	3.13255473181106	2.51023209715327e-08	4.22108956379347	0.013956917337863
ygbF	0.979422656870751	0.805035556735288	-1.35220384656795	0.685129843640453	2.99458357375405	0.219994875172151	0.34909590275507	0.915643222270036
ygbT	-0.00337049184991575	0.999206997589505	4.77531793779724	0.013615448086047	-0.0873614614185506	0.964207893484585	1.06975622270989	0.650192244305187
ygcH	0.451784561671518	0.828528188527607	-0.777927983160849	0.562031305226734	-0.139111512263182	0.950773291648745	-5.20367630218724	0.00108430586385877
ygcI	1.91712169149877	0.230445772669163	1.0134203540848	0.579349910269336	1.59931526857718	0.300203236871226	1.39348359104696	0.421400091690662
